product_id,product_name,region,shipping_date,country,city,subcategory,customer_id,customer_name,province,category,customer_type,row_id,shipping_standard,shipping_status,order_id,order_date,profit,days_before_shipping_actual,days_before_shipping_planned,discount,amount,sales,predicted_sales
办公用-收纳-10002847,"Tenex 文件车, 金属",E,2022/9/19,中国,徐州,Storage Tool,黄娜-18505,黄娜,江苏,Office Supplies,Consumer,4523,二级,提前装运,CN-2022-5385461,2022/9/17,596,2,￥3,0%,3,1865,"￥2,793"
办公用-系固-10001285,"Stockwell 订书钉, 整包",E,2022/9/19,中国,徐州,Fastener,黄娜-18505,黄娜,江苏,Office Supplies,Consumer,4524,二级,提前装运,CN-2022-5385461,2022/9/17,35,2,￥3,40%,9,272,￥408
办公用-Envelope-10004840,"GlobeWeis 搭扣Envelope, 银色",E,2020/5/11,中国,宾州,Envelope,黄涛-21190,黄涛,山东,Office Supplies,Small Business,4525,标准级,提前装运,CN-2020-3789495,2020/5/7,89,4,￥6,0%,4,230,￥344
家具-Chair-10002697,"Novimex 摇椅, 每套两件",SW,2021/10/11,中国,内江,Chair,韩杰-14725,韩杰,四川,Furniture,Consumer,4526,二级,延迟装运,US-2021-4479160,2021/10/7,-562,4,￥3,40%,5,1872,"￥2,803"
办公用-Paper-10002408,"施乐 计划信息表, 每包 12 个",NW,2022/3/5,中国,肃州,Paper,赵德-12145,赵德伟,甘肃,Office Supplies,Consumer,4527,二级,延迟装运,CN-2022-5614161,2022/2/28,11,5,￥3,0%,2,229,￥343
家具-Utensil-10002431,"Rubvermaid 灯泡, 一包多件",NW,2022/3/5,中国,肃州,Utensil,赵德-12145,赵德伟,甘肃,Furniture,Consumer,4528,二级,延迟装运,CN-2022-5614161,2022/2/28,25,5,￥3,40%,4,212,￥317
办公用-装订-10004617,"Avery 打孔机, 回收",NW,2022/3/5,中国,肃州,Binding Machine,赵德-12145,赵德伟,甘肃,Office Supplies,Consumer,4529,二级,延迟装运,CN-2022-5614161,2022/2/28,-138,5,￥3,40%,3,237,￥355
办公用-Paper-10000589,"SanDisk 笔记本, 多色",NW,2022/3/5,中国,肃州,Paper,赵德-12145,赵德伟,甘肃,Office Supplies,Consumer,4530,二级,延迟装运,CN-2022-5614161,2022/2/28,321,5,￥3,0%,5,729,"￥1,091"
办公用-Tool-10002468,"Cuisinart 烤面包机, 白色",S,2019/4/9,中国,广州,Tool,顾升-20125,顾升,广东,Office Supplies,Small Business,4531,二级,提前装运,CN-2019-3640405,2019/4/7,245,2,￥3,0%,6,1445,"￥2,164"
办公用-Supplies-10004642,"Fiskars 修剪器, 钢",NE,2022/6/23,中国,哈尔滨,Supplies,钱崆-15490,钱崆,黑龙江,Office Supplies,Consumer,4532,标准级,提前装运,CN-2022-1424056,2022/6/19,159,4,￥6,0%,2,389,￥583
家具-Chair-10003692,"SAFCO 扶手椅, 红色",NE,2019/10/29,中国,公主岭,Chair,韦达-11830,韦达侠,吉林,Furniture,Business,4533,二级,提前装运,CN-2019-2960006,2019/10/27,2842,2,￥3,0%,3,6460,"￥9,675"
技术-复印-10002458,"夏普 传真Copier, 红色",NE,2019/10/29,中国,公主岭,Copier,韦达-11830,韦达侠,吉林,Technology,Business,4534,二级,提前装运,CN-2019-2960006,2019/10/27,677,2,￥3,0%,3,2335,"￥3,497"
办公用-Tool-10002567,"Hoover 烤面包机, 黑色",NE,2019/10/29,中国,公主岭,Tool,韦达-11830,韦达侠,吉林,Office Supplies,Business,4535,二级,提前装运,CN-2019-2960006,2019/10/27,558,2,￥3,0%,3,1163,"￥1,742"
办公用-Label-10001075,"Smead 运输Label, 可调",E,2022/2/26,中国,招远,Label,秦刚-13075,秦刚,山东,Office Supplies,Business,4536,标准级,准时装运,CN-2022-5285028,2022/2/20,21,6,￥6,0%,3,133,￥199
办公用-装订-10004167,"Ibico 孔加固材料, 实惠",E,2022/2/26,中国,招远,Binding Machine,秦刚-13075,秦刚,山东,Office Supplies,Business,4537,标准级,准时装运,CN-2022-5285028,2022/2/20,1,6,￥6,0%,3,98,￥147
办公用-Art-10000574,"Sanford 铅笔刀, 金属",E,2022/1/2,中国,济南,Art,余丽-16540,余丽娜,山东,Office Supplies,Consumer,4538,二级,提前装运,US-2021-3065733,2021/12/31,94,2,￥3,0%,2,253,￥379
办公用-Tool-10003678,"Cuisinart 微波炉, 银色",E,2022/1/2,中国,济南,Tool,余丽-16540,余丽娜,山东,Office Supplies,Consumer,4539,二级,提前装运,US-2021-3065733,2021/12/31,1407,2,￥3,0%,3,3909,"￥5,854"
办公用-Label-10004982,"Harbour Creations 有色Label, 白色",NE,2022/3/12,中国,延吉,Label,邓保-10375,邓保,吉林,Office Supplies,Consumer,4540,当日,准时装运,CN-2022-4650370,2022/3/12,252,0,￥0,0%,12,722,"￥1,082"
办公用-Envelope-10000567,"Jiffy 邮寄品, 回收",N,2019/2/7,中国,石家庄,Envelope,施立-16690,施立伟,河北,Office Supplies,Business,4541,标准级,提前装运,CN-2019-2844736,2019/2/2,503,5,￥6,0%,6,1007,"￥1,508"
家具-Utensil-10001878,"Rubvermaid 框架, 黑色",N,2019/2/7,中国,石家庄,Utensil,施立-16690,施立伟,河北,Furniture,Business,4542,标准级,提前装运,CN-2019-2844736,2019/2/2,174,5,￥6,0%,2,1026,"￥1,536"
办公用-装订-10000440,"Avery Binding Machine盖, 耐用",N,2019/2/7,中国,石家庄,Binding Machine,施立-16690,施立伟,河北,Office Supplies,Business,4543,标准级,提前装运,CN-2019-2844736,2019/2/2,49,5,￥6,0%,3,176,￥264
家具-Table-10001852,"Bevis 会议桌, 组装",N,2019/2/7,中国,石家庄,Table,施立-16690,施立伟,河北,Furniture,Business,4544,标准级,提前装运,CN-2019-2844736,2019/2/2,-432,5,￥6,25%,2,6477,"￥9,699"
家具-Table-10000262,"Chromcraft 木桌, 白色",SW,2020/12/30,中国,成都,Table,孔辉-12610,孔辉,四川,Furniture,Business,4545,标准级,提前装运,US-2020-2222921,2020/12/25,-3800,5,￥6,60%,4,3619,"￥5,420"
家具-Table-10004227,"Bevis 圆桌, 长方形",N,2022/10/24,中国,太原,Table,潘锦-14920,潘锦,山西,Furniture,Consumer,4546,标准级,提前装运,CN-2022-5731370,2022/10/19,938,5,￥6,25%,3,5415,"￥8,110"
办公用-装订-10000648,"Cardinal Binding Machine盖, 实惠",N,2022/10/24,中国,太原,Binding Machine,潘锦-14920,潘锦,山西,Office Supplies,Consumer,4547,标准级,提前装运,CN-2022-5731370,2022/10/19,49,5,￥6,0%,2,112,￥168
办公用-Art-10003689,"BIC 荧光笔, 蓝色",N,2022/10/24,中国,太原,Art,潘锦-14920,潘锦,山西,Office Supplies,Consumer,4548,标准级,提前装运,CN-2022-5731370,2022/10/19,117,5,￥6,0%,7,618,￥926
技术-复印-10004535,"佳能 墨水, 彩色",S,2020/9/2,中国,驻马店,Copier,邢德-12160,邢德伟,河南,Technology,Consumer,4549,标准级,提前装运,CN-2020-1738807,2020/8/28,249,5,￥6,0%,4,2774,"￥4,154"
家具-Chair-10002532,"Hon 椅垫, 可调",S,2020/9/2,中国,驻马店,Chair,邢德-12160,邢德伟,河南,Furniture,Consumer,4550,标准级,提前装运,CN-2020-1738807,2020/8/28,866,5,￥6,10%,8,1949,"￥2,920"
家具-Utensil-10002112,"Eldon 框架, 耐用",NE,2021/3/22,中国,丹东,Utensil,丁蔓-18025,丁蔓楚,辽宁,Furniture,Consumer,4551,一级,延迟装运,CN-2021-1850111,2021/3/20,-223,2,￥1,40%,7,2220,"￥3,325"
办公用-Paper-10004536,"Eaton 令, 优质",NE,2021/3/22,中国,丹东,Paper,丁蔓-18025,丁蔓楚,辽宁,Office Supplies,Consumer,4552,一级,延迟装运,CN-2021-1850111,2021/3/20,5,2,￥1,0%,1,124,￥186
技术-Accessories-10004728,"Enermax 记忆卡, 可编程",E,2020/6/27,中国,烟台,Accessories,邱刚-13120,邱刚,山东,Technology,Business,4553,标准级,延迟装运,CN-2020-4769676,2020/6/20,205,7,￥6,0%,2,1082,"￥1,620"
技术-Telephone-10003227,"诺基亚 信号增强器, 整包",E,2020/6/27,中国,烟台,Telephone,邱刚-13120,邱刚,山东,Technology,Business,4554,标准级,延迟装运,CN-2020-4769676,2020/6/20,1472,7,￥6,0%,7,4462,"￥6,682"
办公用-Envelope-10004939,"Kraft 商业Envelope, 红色",E,2022/6/5,中国,温州,Envelope,彭欢-14230,彭欢,浙江,Office Supplies,Business,4555,二级,提前装运,CN-2022-3798503,2022/6/3,46,2,￥3,0%,5,466,￥698
家具-Chair-10003332,"Office Star 摇椅, 黑色",E,2022/6/5,中国,温州,Chair,彭欢-14230,彭欢,浙江,Furniture,Business,4556,二级,提前装运,CN-2022-3798503,2022/6/3,103,2,￥3,40%,2,775,"￥1,161"
家具-Utensil-10001977,"Eldon 框架, 优质",E,2022/6/5,中国,温州,Utensil,彭欢-14230,彭欢,浙江,Furniture,Business,4557,二级,提前装运,CN-2022-3798503,2022/6/3,96,2,￥3,40%,3,965,"￥1,445"
家具-Chair-10001595,"Office Star 凳子, 红色",NW,2022/9/3,中国,西安,Chair,韦达-11830,韦达侠,陕西,Furniture,Business,4558,标准级,提前装运,US-2022-4386495,2022/8/29,1047,5,￥6,0%,3,2435,"￥3,647"
办公用-收纳-10001942,"Fellowes 文件车, 金属",NW,2022/9/3,中国,西安,Storage Tool,韦达-11830,韦达侠,陕西,Office Supplies,Business,4559,标准级,提前装运,US-2022-4386495,2022/8/29,585,5,￥6,0%,2,1273,"￥1,906"
办公用-收纳-10000375,"Smead 搁板, 单宽度",E,2020/8/20,中国,南昌,Storage Tool,钱婵-10780,钱婵娟,江西,Office Supplies,Business,4560,标准级,提前装运,CN-2020-1734605,2020/8/16,68,4,￥6,0%,1,228,￥342
家具-Utensil-10001798,"Deflect-O 灯泡, 优质",E,2019/8/21,中国,上海,Utensil,潘彩-10690,潘彩,上海,Furniture,Business,4561,二级,延迟装运,CN-2019-4970804,2019/8/16,157,5,￥3,0%,6,493,￥738
技术-复印-10004968,"惠普 墨水, 每套两件",E,2022/7/12,中国,合肥,Copier,陈忠-11470,陈忠,安徽,Technology,Business,4562,二级,延迟装运,CN-2022-5743460,2022/7/8,72,4,￥3,0%,4,2402,"￥3,598"
技术-复印-10001635,"佳能 Copier, 红色",NE,2020/12/16,中国,大连,Copier,薛荷-13705,薛荷,辽宁,Technology,Business,4563,一级,延迟装运,US-2020-5908054,2020/12/13,-2370,3,￥1,40%,5,3645,"￥5,458"
技术-Accessories-10001134,"Enermax 鼠标, 回收",NE,2022/5/26,中国,沈阳,Accessories,蔡菊-15055,蔡菊,辽宁,Technology,Consumer,4564,二级,延迟装运,CN-2022-2166981,2022/5/22,-609,4,￥3,40%,9,960,"￥1,438"
技术-复印-10000859,"Hewlett Copier, 数字化",NE,2022/5/26,中国,沈阳,Copier,蔡菊-15055,蔡菊,辽宁,Technology,Consumer,4565,二级,延迟装运,CN-2022-2166981,2022/5/22,-2826,4,￥3,40%,10,7373,"￥11,041"
技术-Telephone-10003432,"三星 音频基座, 蓝色",S,2022/6/23,中国,武汉,Telephone,黄婷-21085,黄婷,湖北,Technology,Consumer,4566,标准级,提前装运,US-2022-5784606,2022/6/19,-779,4,￥6,40%,4,1868,"￥2,798"
技术-Accessories-10002905,"Enermax 键盘, 实惠",S,2020/6/22,中国,珠海,Accessories,邵彩-10720,邵彩,广东,Technology,Small Business,4567,二级,提前装运,CN-2020-3561948,2020/6/20,771,2,￥3,0%,6,2337,"￥3,500"
办公用-系固-10000554,"Stockwell 橡皮筋, 每包 12 个",E,2022/8/27,中国,嘉兴,Fastener,苏晒-19825,苏晒明,浙江,Office Supplies,Consumer,4568,标准级,提前装运,US-2022-4687313,2022/8/22,-242,5,￥6,40%,9,402,￥602
家具-Bookshelf-10003499,"宜家 书库, 金属",E,2022/8/27,中国,嘉兴,Bookshelf,苏晒-19825,苏晒明,浙江,Furniture,Consumer,4569,标准级,提前装运,US-2022-4687313,2022/8/22,-2608,5,￥6,40%,7,7112,"￥10,651"
办公用-Paper-10003939,"Green Bar 令, 回收",E,2022/8/27,中国,嘉兴,Paper,苏晒-19825,苏晒明,浙江,Office Supplies,Consumer,4570,标准级,提前装运,US-2022-4687313,2022/8/22,199,5,￥6,0%,3,415,￥622
办公用-Tool-10001974,"Cuisinart 咖啡研磨机, 黑色",E,2019/5/14,中国,昆阳,Tool,邓保-10375,邓保,浙江,Office Supplies,Consumer,4571,二级,延迟装运,US-2019-3230180,2019/5/10,-160,4,￥3,40%,3,320,￥479
技术-Equipment-10003030,"松下 Telephone, 红色",E,2021/1/3,中国,济宁,Equipment,倪爽-20545,倪爽,山东,Technology,Business,4572,一级,延迟装运,CN-2020-1966627,2020/12/31,669,3,￥1,0%,5,1913,"￥2,865"
家具-Chair-10002837,"Office Star 折叠椅, 可调",E,2021/12/23,中国,枣庄,Chair,许娜-18490,许娜,山东,Furniture,Small Business,4573,二级,延迟装运,CN-2021-4875771,2021/12/18,184,5,￥3,0%,3,1319,"￥1,975"
办公用-Label-10004982,"Harbour Creations 有色Label, 白色",E,2021/12/23,中国,枣庄,Label,许娜-18490,许娜,山东,Office Supplies,Small Business,4574,二级,延迟装运,CN-2021-4875771,2021/12/18,84,5,￥3,0%,4,241,￥361
办公用-Supplies-10004606,"Elite 尺子, 锯齿状",E,2021/12/23,中国,枣庄,Supplies,许娜-18490,许娜,山东,Office Supplies,Small Business,4575,二级,延迟装运,CN-2021-4875771,2021/12/18,14,5,￥3,0%,1,49,￥73
技术-Telephone-10004611,"思科 音频基座, 整包",S,2019/12/6,中国,蒲圻,Telephone,佟虹-13885,佟虹,湖北,Technology,Small Business,4576,当日,准时装运,US-2019-5353587,2019/12/6,-459,0,￥0,40%,3,1530,"￥2,292"
办公用-Label-10000058,"Novimex 运输Label, 白色",SW,2021/9/11,中国,万县,Label,武明-18385,武明媚,重庆,Office Supplies,Consumer,4577,标准级,提前装运,CN-2021-2642546,2021/9/6,96,5,￥6,0%,4,205,￥307
办公用-Paper-10002428,"施乐 信纸, 多色",N,2021/5/30,中国,呼和浩特,Paper,郝涛-21175,郝涛,内蒙古,Office Supplies,Business,4578,标准级,准时装运,CN-2021-2484493,2021/5/24,312,6,￥6,0%,3,649,￥972
办公用-系固-10003889,"OIC 图钉, 金属",N,2021/5/30,中国,呼和浩特,Fastener,郝涛-21175,郝涛,内蒙古,Office Supplies,Business,4579,标准级,准时装运,CN-2021-2484493,2021/5/24,-3,6,￥6,40%,1,40,￥60
技术-Telephone-10004636,"摩托罗拉 音频基座, 全尺寸",N,2021/5/30,中国,呼和浩特,Telephone,郝涛-21175,郝涛,内蒙古,Technology,Business,4580,标准级,准时装运,CN-2021-2484493,2021/5/24,-130,6,￥6,40%,2,978,"￥1,465"
办公用-系固-10001168,"Accos 图钉, 每包 12 个",NE,2021/3/6,中国,本溪,Fastener,钱珑-17830,钱珑,辽宁,Office Supplies,Consumer,4581,标准级,提前装运,CN-2021-2275835,2021/3/2,10,4,￥6,40%,6,220,￥330
办公用-装订-10003269,"Wilson Jones Label, 透明",E,2021/8/13,中国,临清,Binding Machine,洪康-15370,洪康,山东,Office Supplies,Consumer,4582,二级,延迟装运,CN-2021-2606671,2021/8/8,9,5,￥3,0%,3,83,￥124
办公用-Supplies-10002100,"Stiletto 开信刀, 锯齿状",NW,2022/9/2,中国,西安,Supplies,邱谦-19255,邱谦,陕西,Office Supplies,Business,4583,二级,提前装运,US-2022-5693708,2022/8/31,36,2,￥3,0%,1,117,￥175
办公用-装订-10002814,"Cardinal 打孔机, 透明",N,2019/4/10,中国,天津,Binding Machine,孙壁-10465,孙壁,天津,Office Supplies,Consumer,4584,二级,提前装运,CN-2019-2699733,2019/4/8,123,2,￥3,0%,3,396,￥593
办公用-Label-10002378,"Smead 文件夹Label, 耐用",E,2021/10/31,中国,高邮,Label,丁崆-15535,丁崆,江苏,Office Supplies,Consumer,4585,一级,延迟装运,CN-2021-2547654,2021/10/28,17,3,￥1,0%,2,87,￥130
办公用-Envelope-10000318,"GlobeWeis 邮寄品, 每套 50 个",E,2021/10/31,中国,高邮,Envelope,丁崆-15535,丁崆,江苏,Office Supplies,Consumer,4586,一级,延迟装运,CN-2021-2547654,2021/10/28,25,3,￥1,0%,2,360,￥539
技术-Telephone-10000498,"苹果 信号增强器, 蓝色",E,2021/10/31,中国,高邮,Telephone,丁崆-15535,丁崆,江苏,Technology,Consumer,4587,一级,延迟装运,CN-2021-2547654,2021/10/28,191,3,￥1,40%,5,1913,"￥2,865"
办公用-装订-10000183,"Cardinal 订书机, 实惠",NW,2022/6/28,中国,汉中,Binding Machine,佘莲-17050,佘莲,陕西,Office Supplies,Consumer,4588,二级,提前装运,CN-2022-2912039,2022/6/26,257,2,￥3,0%,3,697,"￥1,043"
家具-Chair-10000671,"Hon 折叠椅, 黑色",NW,2022/6/28,中国,汉中,Chair,佘莲-17050,佘莲,陕西,Furniture,Consumer,4589,二级,提前装运,CN-2022-2912039,2022/6/26,147,2,￥3,0%,8,2949,"￥4,416"
家具-Chair-10004059,"Novimex 扶手椅, 每套两件",NW,2022/6/28,中国,汉中,Chair,佘莲-17050,佘莲,陕西,Furniture,Consumer,4590,二级,提前装运,CN-2022-2912039,2022/6/26,2920,2,￥3,0%,8,17181,"￥25,730"
办公用-装订-10001898,"Wilson Jones 孔加固材料, 透明",S,2021/4/11,中国,浯溪,Binding Machine,彭琼-19645,彭琼,湖南,Office Supplies,Business,4591,标准级,准时装运,CN-2021-1718050,2021/4/5,22,6,￥6,0%,3,56,￥84
技术-Telephone-10002996,"三星 办公室Telephone机, 蓝色",NE,2020/8/5,中国,哈尔滨,Telephone,孟珊-19885,孟珊,黑龙江,Technology,Business,4592,二级,准时装运,CN-2020-2330845,2020/8/2,0,3,￥3,0%,3,913,"￥1,367"
办公用-系固-10003118,"Stockwell 夹子, 混合尺寸",E,2022/3/11,中国,九江,Fastener,唐木-18430,唐木兰,江西,Office Supplies,Consumer,4593,当日,准时装运,CN-2022-3597477,2022/3/11,93,0,￥0,0%,4,311,￥466
办公用-系固-10002262,"Stockwell 图钉, 每包 12 个",E,2022/3/11,中国,九江,Fastener,唐木-18430,唐木兰,江西,Office Supplies,Consumer,4594,当日,准时装运,CN-2022-3597477,2022/3/11,148,0,￥0,0%,5,302,￥453
家具-Chair-10002415,"Novimex 摇椅, 红色",E,2020/12/11,中国,温州,Chair,常盛-20305,常盛,浙江,Furniture,Consumer,4595,当日,延迟装运,CN-2020-4150128,2020/12/10,-246,1,￥0,40%,4,1472,"￥2,204"
办公用-收纳-10004131,"Rogers 文件夹, 金属",S,2020/8/27,中国,平南,Storage Tool,顾升-20125,顾升,广西,Office Supplies,Small Business,4596,标准级,提前装运,US-2020-5334809,2020/8/23,257,4,￥6,0%,5,694,"￥1,040"
办公用-Paper-10000587,"Green Bar 计划信息表, 优质",S,2022/7/17,中国,桂平,Paper,夏光-13375,夏光,广西,Office Supplies,Consumer,4597,一级,延迟装运,CN-2022-5385461,2022/7/14,6,3,￥1,0%,3,333,￥499
家具-Chair-10002913,"Office Star 椅垫, 每套两件",S,2022/7/17,中国,桂平,Chair,夏光-13375,夏光,广西,Furniture,Consumer,4598,一级,延迟装运,CN-2022-5385461,2022/7/14,210,3,￥1,10%,3,858,"￥1,284"
办公用-系固-10002262,"Stockwell 图钉, 每包 12 个",S,2022/7/17,中国,桂平,Fastener,夏光-13375,夏光,广西,Office Supplies,Consumer,4599,一级,延迟装运,CN-2022-5385461,2022/7/14,118,3,￥1,0%,4,242,￥362
技术-Telephone-10000810,"摩托罗拉 充电器, 整包",S,2022/7/17,中国,桂平,Telephone,夏光-13375,夏光,广西,Technology,Consumer,4600,一级,延迟装运,CN-2022-5385461,2022/7/14,1140,3,￥1,0%,2,5999,"￥8,985"
家具-Utensil-10003909,"Eldon 分层置放架, 一包多件",S,2022/7/17,中国,桂平,Utensil,夏光-13375,夏光,广西,Furniture,Consumer,4601,一级,延迟装运,CN-2022-5385461,2022/7/14,57,3,￥1,0%,3,442,￥662
办公用-装订-10002223,"Avery Binding Machine, 回收",S,2022/3/30,中国,揭阳,Binding Machine,朱丽-17335,朱丽丽,广东,Office Supplies,Small Business,4602,标准级,准时装运,CN-2022-5491871,2022/3/24,0,6,￥6,0%,2,124,￥185
技术-Accessories-10002006,"Memorex 鼠标, 回收",S,2022/3/30,中国,揭阳,Accessories,朱丽-17335,朱丽丽,广东,Technology,Small Business,4603,标准级,准时装运,CN-2022-5491871,2022/3/24,65,6,￥6,0%,3,364,￥545
办公用-Tool-10004119,"Hoover 搅拌机, 白色",S,2022/3/30,中国,揭阳,Tool,朱丽-17335,朱丽丽,广东,Office Supplies,Small Business,4604,标准级,准时装运,CN-2022-5491871,2022/3/24,329,6,￥6,0%,2,890,"￥1,332"
家具-Chair-10002544,"SAFCO 凳子, 黑色",S,2022/3/30,中国,揭阳,Chair,朱丽-17335,朱丽丽,广东,Furniture,Small Business,4605,标准级,准时装运,CN-2022-5491871,2022/3/24,46,6,￥6,10%,1,695,"￥1,041"
家具-Utensil-10002267,"Rubvermaid 相框, 优质",S,2022/3/30,中国,揭阳,Utensil,朱丽-17335,朱丽丽,广东,Furniture,Small Business,4606,标准级,准时装运,CN-2022-5491871,2022/3/24,164,6,￥6,0%,2,470,￥704
办公用-Tool-10001071,"KitchenAid 烤面包机, 红色",S,2022/11/24,中国,南宁,Tool,曹冬-12445,曹冬露,广西,Office Supplies,Consumer,4607,二级,延迟装运,CN-2022-2448028,2022/11/20,56,4,￥3,0%,1,398,￥596
家具-Table-10000576,"Chromcraft 圆桌, 白色",S,2019/8/13,中国,汕头,Table,陶莞-13300,陶莞颖,广东,Furniture,Consumer,4608,二级,延迟装运,CN-2019-3772912,2019/8/9,3219,4,￥3,25%,7,11498,"￥17,219"
家具-Table-10000558,"Bevis 培训桌, 组装",S,2021/9/20,中国,许昌,Table,万达-11815,万达侠,河南,Furniture,Business,4609,标准级,提前装运,CN-2021-1900344,2021/9/16,502,4,￥6,25%,8,9421,"￥14,108"
办公用-Supplies-10002649,"Kleencut 修剪器, 钢",S,2021/9/20,中国,许昌,Supplies,万达-11815,万达侠,河南,Office Supplies,Business,4610,标准级,提前装运,CN-2021-1900344,2021/9/16,95,4,￥6,0%,2,381,￥571
办公用-收纳-10002846,"Rogers 搁板, 工业",S,2021/9/20,中国,许昌,Storage Tool,万达-11815,万达侠,河南,Office Supplies,Business,4611,标准级,提前装运,CN-2021-1900344,2021/9/16,23,4,￥6,0%,4,1169,"￥1,750"
办公用-Paper-10002317,"SanDisk 备忘录便条, 回收",S,2020/5/16,中国,长沙,Paper,彭婉-21370,彭婉,湖南,Office Supplies,Business,4612,一级,延迟装运,CN-2020-2918417,2020/5/14,66,2,￥1,0%,3,236,￥354
办公用-Label-10001271,"Smead 有色Label, 白色",S,2022/8/6,中国,沙市,Label,邢伟-21505,邢伟,湖北,Office Supplies,Consumer,4613,一级,延迟装运,CN-2022-2052338,2022/8/3,58,3,￥1,0%,2,122,￥182
办公用-装订-10004840,"Cardinal 孔加固材料, 透明",S,2022/8/6,中国,沙市,Binding Machine,邢伟-21505,邢伟,湖北,Office Supplies,Consumer,4614,一级,延迟装运,CN-2022-2052338,2022/8/3,-7,3,￥1,40%,1,13,￥20
家具-Chair-10001397,"Novimex 摇椅, 可调",NE,2019/10/14,中国,鞍山,Chair,唐婉-21385,唐婉,辽宁,Furniture,Small Business,4615,一级,准时装运,US-2019-1951831,2019/10/13,-388,1,￥1,40%,2,750,"￥1,123"
技术-Equipment-10004659,"爱普生 卡片打印机, 耐用",NE,2019/10/14,中国,鞍山,Equipment,唐婉-21385,唐婉,辽宁,Technology,Small Business,4616,一级,准时装运,US-2019-1951831,2019/10/13,-143,1,￥1,40%,1,476,￥713
办公用-Envelope-10002940,"GlobeWeis 马尼拉纸Envelope, 每套 50 个",NE,2019/10/14,中国,鞍山,Envelope,唐婉-21385,唐婉,辽宁,Office Supplies,Small Business,4617,一级,准时装运,US-2019-1951831,2019/10/13,88,1,￥1,0%,3,383,￥574
办公用-Label-10004363,"Smead 圆形Label, 白色",NE,2019/10/14,中国,鞍山,Label,唐婉-21385,唐婉,辽宁,Office Supplies,Small Business,4618,一级,准时装运,US-2019-1951831,2019/10/13,69,1,￥1,0%,9,290,￥434
办公用-系固-10003317,"Accos 夹子, 金属",NE,2019/10/14,中国,鞍山,Fastener,唐婉-21385,唐婉,辽宁,Office Supplies,Small Business,4619,一级,准时装运,US-2019-1951831,2019/10/13,36,1,￥1,40%,4,218,￥327
办公用-Paper-10001576,"Green Bar 笔记本, 回收",NE,2019/10/14,中国,鞍山,Paper,唐婉-21385,唐婉,辽宁,Office Supplies,Small Business,4620,一级,准时装运,US-2019-1951831,2019/10/13,97,1,￥1,0%,7,970,"￥1,453"
家具-Table-10002829,"Chromcraft 会议桌, 长方形",NE,2019/10/14,中国,鞍山,Table,唐婉-21385,唐婉,辽宁,Furniture,Small Business,4621,一级,准时装运,US-2019-1951831,2019/10/13,-2193,1,￥1,60%,3,4873,"￥7,298"
办公用-Paper-10004837,"SanDisk 笔记本, 优质",SW,2022/2/26,中国,遵义,Paper,蒋光-13360,蒋光,贵州,Office Supplies,Small Business,4622,一级,延迟装运,CN-2022-4070986,2022/2/24,63,2,￥1,0%,3,417,￥625
办公用-Label-10000548,"Harbour Creations 可去除的Label, 耐用",SW,2022/2/26,中国,遵义,Label,蒋光-13360,蒋光,贵州,Office Supplies,Small Business,4623,一级,延迟装运,CN-2022-4070986,2022/2/24,18,2,￥1,0%,3,150,￥225
办公用-Paper-10001526,"Enermax 备忘录便条, 回收",SW,2022/2/26,中国,遵义,Paper,蒋光-13360,蒋光,贵州,Office Supplies,Small Business,4624,一级,延迟装运,CN-2022-4070986,2022/2/24,15,2,￥1,0%,1,73,￥109
办公用-Tool-10002486,"Hoover 烤面包机, 银色",SW,2022/2/26,中国,遵义,Tool,蒋光-13360,蒋光,贵州,Office Supplies,Small Business,4625,一级,延迟装运,CN-2022-4070986,2022/2/24,461,2,￥1,0%,3,1181,"￥1,769"
办公用-Art-10002228,"BIC 荧光笔, 混合尺寸",SW,2022/2/26,中国,遵义,Art,蒋光-13360,蒋光,贵州,Office Supplies,Small Business,4626,一级,延迟装运,CN-2022-4070986,2022/2/24,43,2,￥1,0%,2,206,￥309
技术-复印-10003306,"Hewlett 传真Copier, 每套两件",NE,2021/12/11,中国,营口,Copier,潘莞-13285,潘莞颖,辽宁,Technology,Consumer,4627,标准级,提前装运,US-2021-3581392,2021/12/6,-540,5,￥6,40%,3,1620,"￥2,426"
家具-Utensil-10004382,"Eldon 相框, 一包多件",NE,2021/12/11,中国,营口,Utensil,潘莞-13285,潘莞颖,辽宁,Furniture,Consumer,4628,标准级,提前装运,US-2021-3581392,2021/12/6,8,5,￥6,40%,3,489,￥732
办公用-Tool-10004059,"Cuisinart 冰箱, 银色",NW,2022/6/24,中国,肃州,Tool,巩虢-13495,巩虢,甘肃,Office Supplies,Business,4629,标准级,提前装运,CN-2022-5443541,2022/6/20,417,4,￥6,40%,6,8347,"￥12,500"
技术-Telephone-10001136,"思科 耳机, 混合尺寸",N,2022/6/12,中国,天津,Telephone,常崆-15505,常崆,天津,Technology,Consumer,4630,二级,延迟装运,CN-2022-5834341,2022/6/7,179,5,￥3,0%,3,1278,"￥1,914"
办公用-Tool-10000979,"Cuisinart 搅拌机, 白色",E,2020/1/8,中国,宁波,Tool,洪毅-12490,洪毅,浙江,Office Supplies,Business,4631,二级,延迟装运,CN-2020-4150128,2020/1/3,-207,5,￥3,40%,4,729,"￥1,092"
